Plant,Year,YearCrop,FID,Area,CaneType,NP,RT,CropType,Yield,Lon,Lat,geometry
RDC,2023,6667,731,11.12,RT,0,1,RT3,8.526978417,99.81317413631477,14.879046798988602,"POLYGON ((99.81371049997212 14.880935085374706, 99.81407779997211 14.880767085374886, 99.81330679997215 14.878873685376593, 99.81294099997217 14.87894778537653, 99.81292669997212 14.87892668537652, 99.81329229997213 14.878855685376598, 99.81272789997217 14.877326185377987, 99.81254719997216 14.87725008537806, 99.81223119997216 14.877180285378174, 99.81371049997212 14.880935085374706))"
RDC,2023,6667,732,24.21,RT,0,1,RT3,9.115654688,99.8125173494489,14.87899309831207,"POLYGON ((99.8136759999721 14.880912885374734, 99.8122027999722 14.87715868537817, 99.81208199997215 14.877096785378232, 99.81195449997219 14.876984985378318, 99.81184429997221 14.876846485378458, 99.8117792999722 14.876796785378463, 99.81132699997221 14.876947885378359, 99.81216489997219 14.879087685376417, 99.81289439997215 14.878934485376554, 99.81289839997214 14.8789735853765, 99.81217919997216 14.879128185376333, 99.81299449997213 14.881209885374451, 99.8136759999721 14.880912885374734))"
RDC,2023,6667,733,24.15,RT,0,1,RT3,7.655072464,99.81178382308539,14.879226587851807,"POLYGON ((99.81226629997214 14.881499785374158, 99.81296099997215 14.88122998537446, 99.81233379997215 14.879625985375887, 99.81130129997223 14.876956285378366, 99.81060329997226 14.877180585378118, 99.8114197999722 14.879297685376201, 99.81212139997218 14.879114285376351, 99.81213309997214 14.879151785376335, 99.81142139997222 14.879335785376146, 99.81226629997214 14.881499785374158))"
RDC,2023,6667,734,25.32,RT,0,1,RT3,7.271327014,99.8110321842873,14.879444717547104,"POLYGON ((99.81063789997224 14.879465785376047, 99.81151149997217 14.881686985374023, 99.81160699997216 14.881703885373996, 99.81185019997214 14.881656685374058, 99.81223369997214 14.881496185374214, 99.81054489997226 14.87716738537817, 99.80982439997229 14.877366985377964, 99.81062099997224 14.879433885376065, 99.81135619997217 14.8792778853762, 99.81137569997217 14.87931828537615, 99.81063789997224 14.879465785376047))"
RDC,2023,6667,735,25.18,NP,1,0,Jan-cane,10.59849087,99.81024540619836,14.879631883387658,"POLYGON ((99.8090866999723 14.87780068537754, 99.81065819997218 14.88182798537387, 99.81144169997218 14.881573285374142, 99.81062199997224 14.87946038537603, 99.80978379997224 14.877360185377972, 99.80937199997226 14.877564185377786, 99.80920309997225 14.877699985377673, 99.8090866999723 14.87780068537754))"
RDC,2023,6667,740,9.44,RT,0,1,RT1,10.21080508,99.82211076526133,14.879354557627073,"POLYGON ((99.82086889997186 14.87981938537574, 99.8234966999718 14.879374085376188, 99.82335329997179 14.878900985376598, 99.82100399997186 14.87927028537624, 99.82091059997185 14.879298885376214, 99.82083729997187 14.879347185376178, 99.82079259997187 14.879412185376129, 99.82077779997189 14.87949798537607, 99.82079209997187 14.879549585376028, 99.82086889997186 14.87981938537574))"
RDC,2023,6667,742,28.66,RT,0,1,RT1,10.56420098,99.82025189759817,14.880640669311736,"POLYGON ((99.81945409997195 14.879341685376192, 99.81943669997189 14.88059718537506, 99.8193841999719 14.881535785374181, 99.81939179997191 14.881595385374112, 99.8196890999719 14.88175928537398, 99.82000069997187 14.881873385373897, 99.8204139999719 14.882054185373685, 99.82071169997187 14.882095085373697, 99.82116089997184 14.88202268537374, 99.82109419997187 14.88122768537448, 99.82105439997184 14.880760685374893, 99.82100539997185 14.880542285375103, 99.82094659997188 14.880253585375366, 99.82078059997185 14.879559385376007, 99.8207693999719 14.87951648537601, 99.82076149997188 14.879457585376061, 99.82076709997189 14.879403285376121, 99.82092359997188 14.879218185376285, 99.8209033999719 14.879051785376483, 99.81947099997194 14.879346085376211, 99.81945409997195 14.879341685376192))"
RDC,2023,6667,743,39.73,NP,1,0,Oct-cane,14.22350868,99.81933363107521,14.878263294330505,"POLYGON ((99.82056209997191 14.878302885377142, 99.82064119997189 14.87808438537732, 99.82069299997188 14.877962685377472, 99.82069519997187 14.8776831853777, 99.82069289997186 14.877252585378134, 99.82069139997188 14.877070085378248, 99.82065849997187 14.87679468537854, 99.81970299997192 14.877182085378145, 99.81911049997196 14.877413885377928, 99.81861129997193 14.877625285377741, 99.81734419997197 14.878159985377252, 99.81766889997198 14.87858798537686, 99.81790779997198 14.87885298537663, 99.81803459997195 14.878976085376513, 99.81819719997195 14.879144085376396, 99.81836219997199 14.87902768537647, 99.81887819997196 14.87956688537597, 99.8191595999719 14.879429285376084, 99.81949419997193 14.879292085376226, 99.8197008999719 14.879244885376293, 99.8203297999719 14.879094985376433, 99.82064839997187 14.878996685376531, 99.82075249997189 14.878908585376584, 99.8205905999719 14.87856138537688, 99.8205680999719 14.87845058537702, 99.82056209997191 14.878302885377142))"
RDC,2023,6667,744,141.9,RT,0,1,RT2,8.101127555,99.81606017204216,14.8752433383548,"POLYGON ((99.81301299997216 14.877703785377676, 99.81533759997208 14.876919785378396, 99.81621029997206 14.876572285378737, 99.81710089997202 14.876202285379051, 99.81858379997196 14.875620085379595, 99.8202110999719 14.875003585380188, 99.82026009997189 14.874984985380172, 99.82028889997189 14.87495868538019, 99.82029719997193 14.874880885380275, 99.81987689997192 14.873117485381874, 99.8198535999719 14.87305758538193, 99.8198350999719 14.873018985381988, 99.81980669997195 14.87299018538202, 99.81977139997191 14.872970185382028, 99.81942519997196 14.873003185381974, 99.81940459997193 14.873010685382004, 99.81934199997195 14.873037085381938, 99.81930429997195 14.87306218538194, 99.81926999997197 14.8730878853819, 99.81921609997195 14.873119285381874, 99.81887999997193 14.87320558538182, 99.81864829997198 14.873275285381737, 99.81817009997197 14.873441785381559, 99.818150299972 14.873452085381595, 99.81808849997198 14.873484885381549, 99.818051999972 14.873508085381518, 99.81799259997202 14.873573785381447, 99.817953899972 14.873621285381393, 99.81772839997203 14.873745085381316, 99.817420599972 14.873832685381217, 99.81724459997199 14.873866285381173, 99.81684089997202 14.873956285381093, 99.81612979997205 14.874127485380944, 99.8154149999721 14.87427098538079, 99.81480669997212 14.8744096853807, 99.81465139997209 14.87441848538068, 99.81462239997212 14.874392985380709, 99.81464349997209 14.873409485381591, 99.81463739997209 14.873377485381646, 99.81461589997208 14.873357685381645, 99.81409949997213 14.87368988538134, 99.81376079997214 14.87397758538108, 99.81337499997215 14.874292885380799, 99.81289479997216 14.874624285380486, 99.81284529997215 14.874655385380457, 99.81281449997218 14.87468438538042, 99.81280819997217 14.874696685380442, 99.81290899997214 14.875117785380038, 99.81303919997214 14.875455485379723, 99.81316109997215 14.87572518537946, 99.81320889997214 14.875795385379437, 99.81271159997218 14.876155485379071, 99.8119901999722 14.876698985378562, 99.8119719999722 14.876717785378565, 99.81195769997218 14.876740885378565, 99.81202769997216 14.876904285378384, 99.81210669997219 14.87699168537834, 99.81267759997218 14.87717568537816, 99.81284449997214 14.877285585378045, 99.81298919997215 14.877708085377677, 99.81301299997216 14.877703785377676))"
RDC,2023,6667,745,19.8,NP,1,0,Jan-cane,8.161111111,99.81401831473106,14.87849908159076,"POLYGON ((99.81396579997211 14.880112985375467, 99.81462869997209 14.879980585375604, 99.8146476999721 14.8799726853756, 99.81466079997209 14.879959885375628, 99.81466549997207 14.87995168537561, 99.8141790999721 14.877664885377728, 99.81492649997209 14.877489985377848, 99.8151168999721 14.877452585377881, 99.81529209997208 14.877418285377932, 99.81535329997209 14.877004285378334, 99.81535329997209 14.876984785378346, 99.81302469997217 14.877689185377708, 99.81298669997214 14.877726885377625, 99.81343479997211 14.878899985376565, 99.8135411999721 14.879203185376305, 99.81357699997213 14.879290085376216, 99.81378119997211 14.879740385375813, 99.81395569997211 14.88010488537547, 99.81396579997211 14.880112985375467))"
